Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
13.3	6.18	0.543	20.6	1.24
13.3	6.19	0.543	20.6	1.24
13.3	6.20	0.543	20.7	1.24
13.3	6.21	0.543	20.7	1.25
13.3	6.22	0.543	20.7	1.25
13.3	6.23	0.543	20.8	1.25
13.3	6.24	0.543	20.8	1.25
13.3	6.24	0.543	20.8	1.25
13.3	6.25	0.543	20.8	1.25
13.3	6.26	0.543	20.9	1.26
13.3	6.27	0.543	20.9	1.26
13.3	6.28	0.543	20.9	1.26
13.3	6.29	0.543	21.0	1.26
13.3	6.30	0.543	21.0	1.26
13.3	6.31	0.543	21.0	1.27
12.5	6.32	0.509	21.1	1.27
13.0	6.32	0.528	21.1	1.27
13.3	6.33	0.543	21.1	1.27
13.3	6.34	0.543	21.1	1.27
13.3	6.35	0.543	21.2	1.27
13.3	6.36	0.543	21.2	1.28
13.3	6.37	0.543	21.2	1.28
13.3	6.38	0.543	21.3	1.28
13.3	6.39	0.543	21.3	1.28
13.3	6.40	0.543	21.3	1.28
13.3	6.41	0.543	21.4	1.29
13.3	6.41	0.543	21.4	1.29
13.3	6.42	0.543	21.4	1.29
13.3	6.43	0.543	21.4	1.29
13.3	6.44	0.543	21.5	1.29
13.3	6.45	0.543	21.5	1.29
13.3	6.46	0.543	21.5	1.30
13.3	6.47	0.543	21.6	1.30
13.3	6.48	0.543	21.6	1.30
13.3	6.49	0.543	21.6	1.30
13.3	6.49	0.543	21.6	1.30
13.3	6.50	0.543	21.7	1.31
13.3	6.51	0.543	21.7	1.31
14.2	6.52	0.576	21.7	1.31
13.3	6.53	0.543	21.8	1.31
13.3	6.54	0.543	21.8	1.31
13.3	6.55	0.543	21.8	1.31
13.3	6.56	0.543	21.9	1.32
13.3	6.57	0.543	21.9	1.32
13.3	6.58	0.543	21.9	1.32
13.3	6.58	0.543	21.9	1.32
14.2	6.59	0.576	22.0	1.32
14.2	6.60	0.576	22.0	1.32
13.3	6.61	0.543	22.0	1.33
14.2	6.62	0.576	22.1	1.33
14.2	6.63	0.576	22.1	1.33
14.2	6.64	0.576	22.1	1.33
14.2	6.65	0.576	22.2	1.33
14.2	6.66	0.576	22.2	1.34
14.2	6.67	0.576	22.2	1.34
14.2	6.67	0.576	22.2	1.34
14.2	6.68	0.576	22.3	1.34
14.2	6.69	0.576	22.3	1.34
14.2	6.70	0.576	22.3	1.34
14.2	6.71	0.576	22.4	1.35
14.2	6.72	0.576	22.4	1.35
14.2	6.73	0.576	22.4	1.35
14.2	6.74	0.576	22.5	1.35
14.2	6.75	0.576	22.5	1.35
14.2	6.75	0.576	22.5	1.36
14.2	6.76	0.576	22.5	1.36
14.2	6.77	0.576	22.6	1.36
14.2	6.78	0.576	22.6	1.36
14.2	6.79	0.576	22.6	1.36
14.2	6.80	0.576	22.7	1.36
14.2	6.81	0.576	22.7	1.37
14.2	6.82	0.576	22.7	1.37
14.2	6.83	0.576	22.8	1.37
14.2	6.84	0.576	22.8	1.37
14.2	6.84	0.576	22.8	1.37
14.2	6.85	0.576	22.8	1.37
14.2	6.86	0.576	22.9	1.38
14.2	6.87	0.576	22.9	1.38
14.2	6.88	0.576	22.9	1.38
14.2	6.89	0.576	23.0	1.38
14.2	6.90	0.576	23.0	1.38
14.2	6.91	0.576	23.0	1.39
14.5	6.92	0.589	23.1	1.39
14.2	6.93	0.576	23.1	1.39
14.2	6.93	0.576	23.1	1.39
14.2	6.94	0.576	23.1	1.39
14.2	6.95	0.576	23.2	1.39
14.2	6.96	0.576	23.2	1.40
14.2	6.97	0.576	23.2	1.40
14.2	6.98	0.576	23.3	1.40
14.2	6.99	0.576	23.3	1.40
14.2	7.00	0.576	23.3	1.40
15.0	7.01	0.610	23.4	1.41
15.0	7.01	0.610	23.4	1.41
14.2	7.02	0.576	23.4	1.41
15.0	7.03	0.610	23.4	1.41
14.2	7.04	0.576	23.5	1.41
15.0	7.05	0.610	23.5	1.41
15.0	7.06	0.610	23.5	1.42
15.0	7.07	0.610	23.6	1.42
14.6	7.08	0.595	23.6	1.42
15.0	7.09	0.610	23.6	1.42
15.0	7.10	0.610	23.7	1.42
14.2	7.10	0.576	23.7	1.43
14.2	7.11	0.576	23.7	1.43
14.2	7.12	0.576	23.7	1.43
15.0	7.13	0.610	23.8	1.43
15.0	7.14	0.610	23.8	1.43
15.0	7.15	0.610	23.8	1.43
15.0	7.16	0.610	23.9	1.44
15.0	7.17	0.610	23.9	1.44
15.0	7.18	0.610	23.9	1.44
15.0	7.19	0.610	24.0	1.44
15.0	7.19	0.610	24.0	1.44
15.0	7.20	0.610	24.0	1.44
15.0	7.21	0.610	24.0	1.45
15.0	7.22	0.610	24.1	1.45
15.0	7.23	0.610	24.1	1.45
15.0	7.24	0.610	24.1	1.45
15.0	7.25	0.610	24.2	1.45
15.0	7.26	0.610	24.2	1.46
15.0	7.27	0.610	24.2	1.46
15.0	7.27	0.610	24.2	1.46
15.0	7.28	0.610	24.3	1.46
15.0	7.29	0.610	24.3	1.46
15.0	7.30	0.610	24.3	1.46
15.0	7.31	0.610	24.4	1.47
15.0	7.32	0.610	24.4	1.47
15.0	7.33	0.610	24.4	1.47
15.0	7.34	0.610	24.5	1.47
15.0	7.35	0.610	24.5	1.47
15.0	7.36	0.610	24.5	1.48
15.0	7.36	0.610	24.5	1.48
15.0	7.37	0.610	24.6	1.48
15.0	7.38	0.610	24.6	1.48
15.0	7.39	0.610	24.6	1.48
15.0	7.40	0.610	24.7	1.48
15.0	7.41	0.610	24.7	1.49
15.8	7.42	0.644	24.7	1.49
15.8	7.43	0.644	24.8	1.49
15.0	7.44	0.610	24.8	1.49
15.0	7.44	0.610	24.8	1.49
15.0	7.45	0.610	24.8	1.49
15.0	7.46	0.610	24.9	1.50
15.8	7.47	0.644	24.9	1.50
15.8	7.48	0.644	24.9	1.50
15.3	7.49	0.621	25.0	1.50
15.0	7.50	0.610	25.0	1.50
15.8	7.51	0.644	25.0	1.51
15.8	7.52	0.644	25.1	1.51
15.1	7.53	0.613	25.1	1.51
15.0	7.53	0.610	25.1	1.51
15.8	7.54	0.644	25.1	1.51
15.0	7.55	0.610	25.2	1.51
15.0	7.56	0.610	25.2	1.52
15.8	7.57	0.644	25.2	1.52
15.8	7.58	0.644	25.3	1.52
15.8	7.59	0.644	25.3	1.52
15.8	7.60	0.644	25.3	1.52
15.8	7.61	0.644	25.4	1.53
15.8	7.62	0.644	25.4	1.53
15.8	7.62	0.644	25.4	1.53
15.8	7.63	0.644	25.4	1.53
15.8	7.64	0.644	25.5	1.53
15.8	7.65	0.644	25.5	1.53
15.8	7.66	0.644	25.5	1.54
15.8	7.67	0.644	25.6	1.54
15.8	7.68	0.644	25.6	1.54
15.8	7.69	0.644	25.6	1.54
15.8	7.70	0.644	25.7	1.54
15.8	7.70	0.644	25.7	1.55
15.8	7.71	0.644	25.7	1.55
15.8	7.72	0.644	25.7	1.55
15.8	7.73	0.644	25.8	1.55
15.8	7.74	0.644	25.8	1.55
15.8	7.75	0.644	25.8	1.55
15.8	7.76	0.644	25.9	1.56
15.8	7.77	0.644	25.9	1.56
15.8	7.78	0.644	25.9	1.56
15.8	7.79	0.644	26.0	1.56
15.8	7.79	0.644	26.0	1.56
15.8	7.80	0.644	26.0	1.56
15.8	7.81	0.644	26.0	1.57
15.8	7.82	0.644	26.1	1.57
15.8	7.83	0.644	26.1	1.57
15.8	7.84	0.644	26.1	1.57
15.8	7.85	0.644	26.2	1.57
15.8	7.86	0.644	26.2	1.58
15.8	7.87	0.644	26.2	1.58
15.8	7.87	0.644	26.2	1.58
15.8	7.88	0.644	26.3	1.58
15.8	7.89	0.644	26.3	1.58
15.8	7.90	0.644	26.3	1.58
15.8	7.91	0.644	26.4	1.59
15.8	7.92	0.644	26.4	1.59
16.7	7.93	0.678	26.4	1.59
16.7	7.94	0.678	26.5	1.59
16.7	7.95	0.678	26.5	1.59
16.7	7.96	0.678	26.5	1.60
15.8	7.96	0.644	26.5	1.60
15.8	7.97	0.644	26.6	1.60
16.7	7.98	0.678	26.6	1.60
16.7	7.99	0.678	26.6	1.60
16.7	8.00	0.678	26.7	1.60
16.7	8.01	0.678	26.7	1.61
16.7	8.02	0.678	26.7	1.61
16.7	8.03	0.678	26.8	1.61
16.7	8.04	0.678	26.8	1.61
16.7	8.05	0.678	26.8	1.61
16.7	8.05	0.678	26.8	1.62
16.7	8.06	0.678	26.9	1.62
16.7	8.07	0.678	26.9	1.62
16.7	8.08	0.678	26.9	1.62
16.2	8.09	0.658	27.0	1.62
16.7	8.10	0.678	27.0	1.62
16.7	8.11	0.678	27.0	1.63
16.7	8.12	0.678	27.1	1.63
16.7	8.13	0.678	27.1	1.63
16.7	8.13	0.678	27.1	1.63
16.7	8.14	0.678	27.1	1.63
16.7	8.15	0.678	27.2	1.63
16.7	8.16	0.678	27.2	1.64
16.7	8.17	0.678	27.2	1.64
16.7	8.18	0.678	27.3	1.64
16.7	8.19	0.678	27.3	1.64
16.7	8.20	0.678	27.3	1.64
16.7	8.21	0.678	27.4	1.65
16.7	8.21	0.678	27.4	1.65
16.7	8.22	0.678	27.4	1.65
16.7	8.23	0.678	27.4	1.65
16.7	8.24	0.678	27.5	1.65
16.7	8.25	0.678	27.5	1.65
16.7	8.26	0.678	27.5	1.66
16.7	8.27	0.678	27.6	1.66
16.7	8.28	0.678	27.6	1.66
16.7	8.29	0.678	27.6	1.66
16.7	8.30	0.678	27.7	1.66
16.7	8.30	0.678	27.7	1.67
16.7	8.31	0.678	27.7	1.67
16.7	8.32	0.678	27.7	1.67
16.7	8.33	0.678	27.8	1.67
16.7	8.34	0.678	27.8	1.67
16.7	8.35	0.678	27.8	1.67
16.7	8.36	0.678	27.9	1.68
16.7	8.37	0.678	27.9	1.68
17.5	8.38	0.712	27.9	1.68
16.7	8.39	0.678	28.0	1.68
16.7	8.39	0.678	28.0	1.68
17.0	8.40	0.693	28.0	1.68
16.7	8.41	0.678	28.0	1.69
16.7	8.42	0.678	28.1	1.69
16.7	8.43	0.678	28.1	1.69
17.5	8.44	0.712	28.1	1.69
17.5	8.45	0.712	28.2	1.69
16.7	8.46	0.678	28.2	1.70
16.7	8.47	0.678	28.2	1.70
16.7	8.48	0.678	28.3	1.70
16.7	8.48	0.678	28.3	1.70
16.7	8.49	0.678	28.3	1.70
17.5	8.50	0.712	28.3	1.70
17.5	8.51	0.712	28.4	1.71
17.5	8.52	0.712	28.4	1.71
17.4	8.53	0.710	28.4	1.71
16.7	8.54	0.678	28.5	1.71
17.5	8.55	0.712	28.5	1.71
17.5	8.56	0.712	28.5	1.72
17.5	8.56	0.712	28.5	1.72
17.5	8.57	0.712	28.6	1.72
17.5	8.58	0.712	28.6	1.72
17.5	8.59	0.712	28.6	1.72
17.5	8.60	0.712	28.7	1.72
17.5	8.61	0.712	28.7	1.73
17.5	8.62	0.712	28.7	1.73
17.5	8.63	0.712	28.8	1.73
17.5	8.64	0.712	28.8	1.73
17.5	8.64	0.712	28.8	1.73
17.5	8.65	0.712	28.8	1.74
17.5	8.66	0.712	28.9	1.74
17.5	8.67	0.712	28.9	1.74
17.5	8.68	0.712	28.9	1.74
17.5	8.69	0.712	29.0	1.74
17.5	8.70	0.712	29.0	1.74
17.5	8.71	0.712	29.0	1.75
17.5	8.72	0.712	29.1	1.75
17.5	8.73	0.712	29.1	1.75
17.5	8.73	0.712	29.1	1.75
17.5	8.74	0.712	29.1	1.75
17.5	8.75	0.712	29.2	1.75
18.3	8.76	0.746	29.2	1.76
18.3	8.77	0.746	29.2	1.76
17.5	8.78	0.712	29.3	1.76
17.5	8.79	0.712	29.3	1.76
17.5	8.80	0.712	29.3	1.76
17.5	8.81	0.712	29.4	1.77
17.5	8.82	0.712	29.4	1.77
17.5	8.82	0.712	29.4	1.77
17.5	8.83	0.712	29.4	1.77
17.5	8.84	0.712	29.5	1.77
17.5	8.85	0.712	29.5	1.77
18.3	8.86	0.746	29.5	1.78
17.5	8.87	0.712	29.6	1.78
18.3	8.88	0.746	29.6	1.78
18.3	8.89	0.746	29.6	1.78
17.5	8.90	0.712	29.7	1.78
18.3	8.90	0.746	29.7	1.79
18.3	8.91	0.746	29.7	1.79
18.3	8.92	0.746	29.7	1.79
18.3	8.93	0.746	29.8	1.79
18.3	8.94	0.746	29.8	1.79
18.3	8.95	0.746	29.8	1.79
18.3	8.96	0.746	29.9	1.80
18.3	8.97	0.746	29.9	1.80
18.3	8.98	0.746	29.9	1.80
18.3	8.99	0.746	30.0	1.80
18.3	8.99	0.746	30.0	1.80
18.3	9.00	0.746	30.0	1.81
18.3	9.01	0.746	30.0	1.81
18.3	9.02	0.746	30.1	1.81
18.3	9.03	0.746	30.1	1.81
18.3	9.04	0.746	30.1	1.81
18.3	9.05	0.746	30.2	1.81
18.3	9.06	0.746	30.2	1.82
18.3	9.07	0.746	30.2	1.82
18.3	9.08	0.746	30.3	1.82
18.3	9.08	0.746	30.3	1.82
18.3	9.09	0.746	30.3	1.82
18.3	9.10	0.746	30.3	1.82
18.3	9.11	0.746	30.4	1.83
18.3	9.12	0.746	30.4	1.83
18.3	9.13	0.746	30.4	1.83
18.3	9.14	0.746	30.5	1.83
18.3	9.15	0.746	30.5	1.83
18.8	9.16	0.765	30.5	1.84
18.8	9.16	0.765	30.5	1.84
18.3	9.17	0.746	30.6	1.84
18.3	9.18	0.746	30.6	1.84
18.3	9.19	0.746	30.6	1.84
19.2	9.20	0.780	30.7	1.84
19.2	9.21	0.780	30.7	1.85
18.3	9.22	0.746	30.7	1.85
18.3	9.23	0.746	30.8	1.85
18.3	9.24	0.746	30.8	1.85
18.3	9.25	0.746	30.8	1.85
18.3	9.25	0.746	30.8	1.86
18.3	9.26	0.746	30.9	1.86
19.2	9.27	0.780	30.9	1.86
19.2	9.28	0.780	30.9	1.86
18.3	9.29	0.746	31.0	1.86
19.2	9.30	0.780	31.0	1.86
19.2	9.31	0.780	31.0	1.87
19.2	9.32	0.780	31.1	1.87
18.7	9.33	0.762	31.1	1.87
19.2	9.33	0.780	31.1	1.87
19.2	9.34	0.780	31.1	1.87
19.2	9.35	0.780	31.2	1.87
19.2	9.36	0.780	31.2	1.88
19.2	9.37	0.780	31.2	1.88
19.2	9.38	0.780	31.3	1.88
19.2	9.39	0.780	31.3	1.88
19.2	9.40	0.780	31.3	1.88
19.2	9.41	0.780	31.4	1.89
19.2	9.42	0.780	31.4	1.89
19.2	9.43	0.780	31.4	1.89
19.2	9.43	0.780	31.4	1.89
19.2	9.44	0.780	31.5	1.89
19.2	9.45	0.780	31.5	1.89
19.2	9.46	0.780	31.5	1.90
19.2	9.47	0.780	31.6	1.90
19.2	9.48	0.780	31.6	1.90
19.2	9.49	0.780	31.6	1.90
19.2	9.50	0.780	31.7	1.90
19.2	9.51	0.780	31.7	1.91
19.2	9.51	0.780	31.7	1.91
19.2	9.52	0.780	31.7	1.91
19.2	9.53	0.780	31.8	1.91
19.2	9.54	0.780	31.8	1.91
19.2	9.55	0.780	31.8	1.91
19.2	9.56	0.780	31.9	1.92
19.2	9.57	0.780	31.9	1.92
19.2	9.58	0.780	31.9	1.92
19.2	9.59	0.780	32.0	1.92
19.2	9.59	0.780	32.0	1.92
19.2	9.60	0.780	32.0	1.93
19.2	9.61	0.780	32.0	1.93
19.2	9.62	0.780	32.1	1.93
19.2	9.63	0.780	32.1	1.93
19.2	9.64	0.780	32.1	1.93
20.0	9.65	0.814	32.2	1.93
20.0	9.66	0.814	32.2	1.94
20.0	9.67	0.814	32.2	1.94
20.0	9.68	0.814	32.3	1.94
20.0	9.69	0.814	32.3	1.94
20.0	9.69	0.814	32.3	1.94
20.0	9.70	0.814	32.3	1.94
20.0	9.71	0.814	32.4	1.95
19.2	9.72	0.780	32.4	1.95
20.0	9.73	0.814	32.4	1.95
20.0	9.74	0.814	32.5	1.95
20.0	9.75	0.814	32.5	1.95
20.0	9.76	0.814	32.5	1.96
20.0	9.77	0.814	32.6	1.96
20.0	9.77	0.814	32.6	1.96
20.0	9.78	0.814	32.6	1.96
20.0	9.79	0.814	32.6	1.96
20.0	9.80	0.814	32.7	1.96
20.0	9.81	0.814	32.7	1.97
20.0	9.82	0.814	32.7	1.97
20.0	9.83	0.814	32.8	1.97
20.0	9.84	0.814	32.8	1.97
20.0	9.85	0.814	32.8	1.97
20.0	9.86	0.814	32.9	1.98
20.0	9.86	0.814	32.9	1.98
20.0	9.87	0.814	32.9	1.98
20.0	9.88	0.814	32.9	1.98
20.0	9.89	0.814	33.0	1.98
20.0	9.90	0.814	33.0	1.98
20.0	9.91	0.814	33.0	1.99
20.0	9.92	0.814	33.1	1.99
20.0	9.93	0.814	33.1	1.99
20.0	9.94	0.814	33.1	1.99
20.0	9.95	0.814	33.2	1.99
20.0	9.95	0.814	33.2	1.99
20.0	9.96	0.814	33.2	2.00
20.0	9.97	0.814	33.2	2.00
20.0	9.98	0.814	33.3	2.00
20.0	9.99	0.814	33.3	2.00
20.0	10.0	0.814	33.3	2.00
20.6	10.0	0.836	33.4	2.01
20.8	10.0	0.848	33.4	2.01
20.8	10.0	0.848	33.4	2.01
20.8	10.0	0.847	33.4	2.01
20.8	10.0	0.848	33.5	2.01
20.0	10.1	0.814	33.5	2.01
20.0	10.1	0.814	33.5	2.02
20.0	10.1	0.814	33.6	2.02
20.0	10.1	0.814	33.6	2.02
20.8	10.1	0.848	33.6	2.02
20.8	10.1	0.848	33.7	2.02
20.8	10.1	0.848	33.7	2.03
20.8	10.1	0.846	33.7	2.03
20.0	10.1	0.814	33.7	2.03
20.8	10.1	0.848	33.8	2.03
20.0	10.1	0.814	33.8	2.03
20.5	10.2	0.835	33.8	2.03
20.8	10.2	0.848	33.9	2.04
20.8	10.2	0.848	33.9	2.04
20.8	10.2	0.848	33.9	2.04
20.8	10.2	0.848	34.0	2.04
20.8	10.2	0.848	34.0	2.04
20.8	10.2	0.848	34.0	2.05
20.8	10.2	0.848	34.0	2.05
20.8	10.2	0.848	34.1	2.05
20.8	10.2	0.848	34.1	2.05
20.8	10.2	0.848	34.1	2.05
20.8	10.2	0.848	34.2	2.05
20.8	10.3	0.848	34.2	2.06
20.8	10.3	0.848	34.2	2.06
20.8	10.3	0.848	34.3	2.06
20.8	10.3	0.848	34.3	2.06
20.8	10.3	0.848	34.3	2.06
20.8	10.3	0.848	34.3	2.06
20.8	10.3	0.848	34.4	2.07
20.8	10.3	0.848	34.4	2.07
20.8	10.3	0.848	34.4	2.07
20.8	10.3	0.848	34.5	2.07
20.8	10.3	0.848	34.5	2.07
20.8	10.4	0.848	34.5	2.08
20.8	10.4	0.848	34.6	2.08
20.8	10.4	0.848	34.6	2.08
20.8	10.4	0.848	34.6	2.08
20.8	10.4	0.848	34.6	2.08
20.8	10.4	0.848	34.7	2.08
20.8	10.4	0.848	34.7	2.09
20.8	10.4	0.848	34.7	2.09
20.8	10.4	0.848	34.8	2.09
20.8	10.4	0.848	34.8	2.09
20.8	10.4	0.848	34.8	2.09
21.6	10.5	0.881	34.8	2.10
21.6	10.5	0.877	34.9	2.10
20.8	10.5	0.848	34.9	2.10
21.7	10.5	0.882	34.9	2.10
21.7	10.5	0.882	35.0	2.10
21.7	10.5	0.882	35.0	2.10
21.7	10.5	0.882	35.0	2.11
21.7	10.5	0.882	35.1	2.11
21.6	10.5	0.878	35.1	2.11
20.8	10.5	0.848	35.1	2.11
21.7	10.5	0.882	35.1	2.11
20.8	10.6	0.848	35.2	2.12
20.8	10.6	0.848	35.2	2.12
21.7	10.6	0.882	35.2	2.12
21.7	10.6	0.882	35.3	2.12
21.7	10.6	0.882	35.3	2.12
21.7	10.6	0.882	35.3	2.12
21.7	10.6	0.882	35.4	2.13
21.7	10.6	0.882	35.4	2.13
21.7	10.6	0.882	35.4	2.13
21.7	10.6	0.882	35.4	2.13
21.7	10.6	0.882	35.5	2.13
21.7	10.7	0.882	35.5	2.13
21.7	10.7	0.882	35.5	2.14
21.7	10.7	0.882	35.6	2.14
21.7	10.7	0.882	35.6	2.14
21.7	10.7	0.882	35.6	2.14
21.7	10.7	0.882	35.7	2.14
21.7	10.7	0.882	35.7	2.15
21.7	10.7	0.882	35.7	2.15
21.7	10.7	0.882	35.7	2.15
21.7	10.7	0.882	35.8	2.15
21.7	10.7	0.882	35.8	2.15
21.7	10.8	0.882	35.8	2.15
21.7	10.8	0.882	35.9	2.16
21.7	10.8	0.882	35.9	2.16
21.7	10.8	0.882	35.9	2.16
21.7	10.8	0.882	36.0	2.16
21.7	10.8	0.882	36.0	2.16
21.7	10.8	0.882	36.0	2.17
22.0	10.8	0.893	36.0	2.17
22.5	10.8	0.916	36.1	2.17
21.7	10.8	0.882	36.1	2.17
21.7	10.8	0.882	36.1	2.17
21.7	10.8	0.882	36.2	2.17
22.5	10.9	0.916	36.2	2.18
22.5	10.9	0.916	36.2	2.18
22.5	10.9	0.916	36.3	2.18
22.5	10.9	0.916	36.3	2.18
22.5	10.9	0.916	36.3	2.18
22.5	10.9	0.916	36.3	2.18
22.5	10.9	0.916	36.4	2.19
22.5	10.9	0.916	36.4	2.19
22.5	10.9	0.916	36.4	2.19
22.5	10.9	0.916	36.5	2.19
22.5	10.9	0.916	36.5	2.19
22.5	11.0	0.916	36.5	2.20
22.5	11.0	0.916	36.6	2.20
22.5	11.0	0.916	36.6	2.20
21.7	11.0	0.882	36.6	2.20
22.5	11.0	0.916	36.6	2.20
22.5	11.0	0.916	36.7	2.20
22.5	11.0	0.916	36.7	2.21
22.5	11.0	0.916	36.7	2.21
22.5	11.0	0.916	36.8	2.21
22.5	11.0	0.916	36.8	2.21
22.5	11.0	0.916	36.8	2.21
22.5	11.1	0.916	36.9	2.22
22.5	11.1	0.916	36.9	2.22
22.5	11.1	0.916	36.9	2.22
22.5	11.1	0.916	36.9	2.22
22.5	11.1	0.916	37.0	2.22
22.5	11.1	0.916	37.0	2.22
22.5	11.1	0.916	37.0	2.23
22.5	11.1	0.916	37.1	2.23
22.5	11.1	0.916	37.1	2.23
22.5	11.1	0.916	37.1	2.23
22.5	11.1	0.916	37.2	2.23
22.5	11.2	0.916	37.2	2.24
22.5	11.2	0.916	37.2	2.24
22.5	11.2	0.916	37.2	2.24
22.5	11.2	0.916	37.3	2.24
22.5	11.2	0.916	37.3	2.24
23.3	11.2	0.947	37.3	2.24
22.5	11.2	0.916	37.4	2.25
23.3	11.2	0.949	37.4	2.25
23.3	11.2	0.949	37.4	2.25
23.3	11.2	0.949	37.5	2.25
23.3	11.2	0.949	37.5	2.25
22.5	11.3	0.916	37.5	2.25
22.5	11.3	0.916	37.5	2.26
23.3	11.3	0.949	37.6	2.26
23.3	11.3	0.949	37.6	2.26
23.3	11.3	0.949	37.6	2.26
23.3	11.3	0.949	37.7	2.26
23.3	11.3	0.949	37.7	2.27
23.3	11.3	0.949	37.7	2.27
23.3	11.3	0.949	37.7	2.27
23.3	11.3	0.949	37.8	2.27
23.3	11.3	0.949	37.8	2.27
23.3	11.4	0.949	37.8	2.27
23.3	11.4	0.949	37.9	2.28
23.3	11.4	0.949	37.9	2.28
23.3	11.4	0.949	37.9	2.28
23.3	11.4	0.949	38.0	2.28
23.3	11.4	0.949	38.0	2.28
23.3	11.4	0.949	38.0	2.29
23.3	11.4	0.949	38.0	2.29
23.3	11.4	0.949	38.1	2.29
23.3	11.4	0.949	38.1	2.29
23.3	11.4	0.949	38.1	2.29
23.3	11.4	0.949	38.2	2.29
23.3	11.5	0.949	38.2	2.30
23.3	11.5	0.949	38.2	2.30
23.3	11.5	0.949	38.3	2.30
23.3	11.5	0.949	38.3	2.30
24.2	11.5	0.983	38.3	2.30
23.8	11.5	0.969	38.3	2.31
23.3	11.5	0.949	38.4	2.31
23.3	11.5	0.949	38.4	2.31
23.3	11.5	0.949	38.4	2.31
23.3	11.5	0.949	38.5	2.31
24.2	11.5	0.983	38.5	2.31
24.2	11.6	0.983	38.5	2.32
24.2	11.6	0.983	38.6	2.32
24.2	11.6	0.983	38.6	2.32
24.2	11.6	0.983	38.6	2.32
23.6	11.6	0.962	38.6	2.32
23.3	11.6	0.949	38.7	2.32
24.2	11.6	0.983	38.7	2.33
24.2	11.6	0.983	38.7	2.33
24.2	11.6	0.983	38.8	2.33
24.2	11.6	0.983	38.8	2.33
23.9	11.6	0.974	38.8	2.33
24.2	11.7	0.983	38.9	2.34
24.2	11.7	0.983	38.9	2.34
24.2	11.7	0.983	38.9	2.34
24.2	11.7	0.983	38.9	2.34
24.2	11.7	0.983	39.0	2.34
24.2	11.7	0.983	39.0	2.34
24.2	11.7	0.983	39.0	2.35
24.2	11.7	0.983	39.1	2.35
24.2	11.7	0.983	39.1	2.35
24.2	11.7	0.983	39.1	2.35
24.2	11.7	0.983	39.2	2.35
24.2	11.8	0.983	39.2	2.36
24.2	11.8	0.983	39.2	2.36
24.2	11.8	0.983	39.2	2.36
24.2	11.8	0.983	39.3	2.36
24.2	11.8	0.983	39.3	2.36
24.2	11.8	0.983	39.3	2.36
24.2	11.8	0.983	39.4	2.37
24.2	11.8	0.983	39.4	2.37
24.6	11.8	1.00	39.4	2.37
24.2	11.8	0.983	39.5	2.37
24.2	11.8	0.983	39.5	2.37
24.2	11.9	0.983	39.5	2.37
24.2	11.9	0.983	39.5	2.38
24.2	11.9	0.983	39.6	2.38
24.2	11.9	0.983	39.6	2.38
25.0	11.9	1.02	39.6	2.38
25.0	11.9	1.02	39.7	2.38
25.0	11.9	1.02	39.7	2.39
24.2	11.9	0.983	39.7	2.39
24.2	11.9	0.983	39.7	2.39
25.0	11.9	1.02	39.8	2.39
24.2	11.9	0.983	39.8	2.39
24.2	12.0	0.983	39.8	2.39
24.2	12.0	0.983	39.9	2.40
25.0	12.0	1.02	39.9	2.40
25.0	12.0	1.02	39.9	2.40
25.0	12.0	1.02	40.0	2.40
25.0	12.0	1.02	40.0	2.40
25.0	12.0	1.02	40.0	2.41
25.0	12.0	1.02	40.0	2.41
25.0	12.0	1.02	40.1	2.41
25.0	12.0	1.02	40.1	2.41
25.0	12.0	1.02	40.1	2.41
25.0	12.1	1.02	40.2	2.41
25.0	12.1	1.02	40.2	2.42
25.0	12.1	1.02	40.2	2.42
25.0	12.1	1.02	40.3	2.42
25.0	12.1	1.02	40.3	2.42
25.0	12.1	1.02	40.3	2.42
25.0	12.1	1.02	40.3	2.43
25.0	12.1	1.02	40.4	2.43
25.0	12.1	1.02	40.4	2.43
25.0	12.1	1.02	40.4	2.43
25.1	12.1	1.02	40.5	2.43
25.0	12.1	1.02	40.5	2.43
25.0	12.2	1.02	40.5	2.44
25.0	12.2	1.02	40.6	2.44
25.0	12.2	1.02	40.6	2.44
25.0	12.2	1.02	40.6	2.44
25.0	12.2	1.02	40.6	2.44
25.0	12.2	1.02	40.7	2.44
25.0	12.2	1.02	40.7	2.45
25.0	12.2	1.02	40.7	2.45
25.0	12.2	1.02	40.8	2.45
25.0	12.2	1.02	40.8	2.45
25.0	12.2	1.02	40.8	2.45
25.8	12.3	1.05	40.9	2.46
25.6	12.3	1.04	40.9	2.46
25.0	12.3	1.02	40.9	2.46
25.0	12.3	1.02	40.9	2.46
25.8	12.3	1.05	41.0	2.46
25.1	12.3	1.02	41.0	2.46
25.0	12.3	1.02	41.0	2.47
25.8	12.3	1.05	41.1	2.47
25.8	12.3	1.05	41.1	2.47
25.8	12.3	1.05	41.1	2.47
25.8	12.3	1.05	41.2	2.47
25.0	12.4	1.02	41.2	2.48
25.8	12.4	1.05	41.2	2.48
25.8	12.4	1.05	41.2	2.48
25.8	12.4	1.05	41.3	2.48
25.8	12.4	1.05	41.3	2.48
25.8	12.4	1.05	41.3	2.48
25.8	12.4	1.05	41.4	2.49
25.8	12.4	1.05	41.4	2.49
25.8	12.4	1.05	41.4	2.49
