Force (N)	Position (mm)	Stress (MPa)	Strain (%)	Time (min)
1360	1.53	132	7.67	3.07
1360	1.53	132	7.67	3.07
1360	1.54	132	7.68	3.07
1360	1.54	132	7.68	3.08
1360	1.54	132	7.69	3.08
1360	1.54	132	7.69	3.08
1360	1.54	132	7.70	3.08
1360	1.54	132	7.70	3.08
1360	1.54	132	7.71	3.09
1360	1.54	132	7.71	3.09
1360	1.54	132	7.72	3.09
1360	1.54	132	7.72	3.09
1360	1.55	132	7.73	3.09
1360	1.55	132	7.73	3.10
1360	1.55	132	7.74	3.10
1360	1.55	132	7.74	3.10
1360	1.55	132	7.75	3.10
1360	1.55	132	7.75	3.10
1360	1.55	132	7.76	3.11
1360	1.55	132	7.76	3.11
1360	1.55	132	7.76	3.11
1360	1.55	132	7.77	3.11
1360	1.55	132	7.77	3.11
1360	1.56	132	7.78	3.11
1360	1.56	132	7.78	3.12
1360	1.56	132	7.79	3.12
1360	1.56	132	7.79	3.12
1360	1.56	132	7.80	3.12
1360	1.56	132	7.80	3.12
1360	1.56	132	7.81	3.13
1360	1.56	132	7.81	3.13
1360	1.56	132	7.82	3.13
1360	1.56	132	7.82	3.13
1360	1.57	132	7.83	3.13
1360	1.57	132	7.83	3.14
1360	1.57	132	7.84	3.14
1360	1.57	133	7.84	3.14
1360	1.57	133	7.85	3.14
1360	1.57	133	7.85	3.14
1360	1.57	133	7.86	3.15
1360	1.57	133	7.86	3.15
1360	1.57	133	7.87	3.15
1360	1.57	133	7.87	3.15
1360	1.58	133	7.88	3.15
1370	1.58	133	7.88	3.16
1370	1.58	133	7.89	3.16
1370	1.58	133	7.89	3.16
1370	1.58	133	7.90	3.16
1370	1.58	133	7.90	3.16
1370	1.58	133	7.91	3.17
1370	1.58	133	7.91	3.17
1370	1.58	133	7.92	3.17
1370	1.58	133	7.92	3.17
1370	1.59	133	7.93	3.17
1370	1.59	133	7.93	3.18
1370	1.59	133	7.94	3.18
1370	1.59	133	7.94	3.18
1370	1.59	133	7.95	3.18
1370	1.59	133	7.95	3.18
1370	1.59	133	7.96	3.19
1370	1.59	133	7.96	3.19
1370	1.59	133	7.97	3.19
1370	1.59	133	7.97	3.19
1370	1.60	133	7.98	3.19
1370	1.60	133	7.98	3.20
1370	1.60	133	7.99	3.20
1370	1.60	133	7.99	3.20
1370	1.60	134	8.00	3.20
1370	1.60	134	8.00	3.20
1370	1.60	134	8.01	3.21
1370	1.60	134	8.01	3.21
1370	1.60	134	8.01	3.21
1370	1.60	134	8.02	3.21
1380	1.61	134	8.03	3.21
1380	1.61	134	8.03	3.22
1380	1.61	134	8.04	3.22
1380	1.61	134	8.04	3.22
1380	1.61	134	8.05	3.22
1380	1.61	134	8.05	3.22
1380	1.61	134	8.05	3.22
1380	1.61	134	8.06	3.23
1380	1.61	134	8.06	3.23
1380	1.61	134	8.07	3.23
1380	1.61	134	8.07	3.23
1380	1.62	134	8.08	3.23
1380	1.62	134	8.08	3.24
1380	1.62	134	8.09	3.24
1380	1.62	134	8.09	3.24
1380	1.62	134	8.10	3.24
1380	1.62	134	8.10	3.24
1380	1.62	134	8.11	3.25
1380	1.62	134	8.11	3.25
1380	1.62	134	8.12	3.25
1380	1.62	134	8.12	3.25
1380	1.63	134	8.13	3.25
1380	1.63	135	8.13	3.26
1380	1.63	135	8.14	3.26
1380	1.63	135	8.14	3.26
1380	1.63	135	8.15	3.26
1380	1.63	135	8.15	3.26
1390	1.63	135	8.16	3.27
1390	1.63	135	8.16	3.27
1390	1.63	135	8.17	3.27
1390	1.63	135	8.17	3.27
1390	1.64	135	8.18	3.27
1390	1.64	135	8.18	3.28
1390	1.64	135	8.19	3.28
1390	1.64	135	8.19	3.28
1390	1.64	135	8.20	3.28
1390	1.64	135	8.20	3.28
1390	1.64	135	8.21	3.29
1390	1.64	135	8.21	3.29
1390	1.64	135	8.22	3.29
1390	1.64	135	8.22	3.29
1390	1.65	135	8.23	3.29
1390	1.65	136	8.23	3.30
1390	1.65	136	8.24	3.30
1390	1.65	136	8.24	3.30
1390	1.65	136	8.25	3.30
1390	1.65	136	8.25	3.30
1400	1.65	136	8.26	3.31
1400	1.65	136	8.26	3.31
1400	1.65	136	8.27	3.31
1400	1.65	136	8.27	3.31
1400	1.66	136	8.28	3.31
1400	1.66	136	8.28	3.32
1400	1.66	136	8.29	3.32
1400	1.66	136	8.29	3.32
1400	1.66	136	8.30	3.32
1400	1.66	136	8.30	3.32
1400	1.66	136	8.30	3.33
1400	1.66	136	8.31	3.33
1400	1.66	136	8.31	3.33
1400	1.66	136	8.32	3.33
1400	1.67	136	8.33	3.33
1400	1.67	136	8.33	3.33
1400	1.67	136	8.33	3.34
1400	1.67	136	8.34	3.34
1400	1.67	136	8.34	3.34
1400	1.67	137	8.35	3.34
1410	1.67	137	8.35	3.34
1410	1.67	137	8.36	3.35
1410	1.67	137	8.36	3.35
1410	1.67	137	8.37	3.35
1410	1.67	137	8.37	3.35
1410	1.68	137	8.38	3.35
1410	1.68	137	8.38	3.36
1410	1.68	137	8.39	3.36
1410	1.68	137	8.39	3.36
1410	1.68	137	8.40	3.36
1410	1.68	137	8.40	3.36
1410	1.68	137	8.41	3.37
1410	1.68	137	8.41	3.37
1410	1.68	137	8.42	3.37
1410	1.68	137	8.42	3.37
1410	1.69	137	8.43	3.37
1410	1.69	137	8.43	3.38
1410	1.69	137	8.44	3.38
1410	1.69	137	8.44	3.38
1410	1.69	137	8.45	3.38
1410	1.69	138	8.45	3.38
1420	1.69	138	8.46	3.39
1420	1.69	138	8.46	3.39
1420	1.69	138	8.47	3.39
1420	1.69	138	8.47	3.39
1420	1.70	138	8.48	3.39
1420	1.70	138	8.48	3.40
1420	1.70	138	8.49	3.40
1420	1.70	138	8.49	3.40
1420	1.70	138	8.50	3.40
1420	1.70	138	8.50	3.40
1420	1.70	138	8.51	3.41
1420	1.70	138	8.51	3.41
1420	1.70	138	8.52	3.41
1420	1.70	138	8.52	3.41
1420	1.71	138	8.53	3.41
1420	1.71	138	8.53	3.42
1420	1.71	138	8.54	3.42
1420	1.71	138	8.54	3.42
1420	1.71	138	8.55	3.42
1420	1.71	138	8.55	3.42
1420	1.71	138	8.56	3.43
1420	1.71	138	8.56	3.43
1420	1.71	138	8.57	3.43
1420	1.71	139	8.57	3.43
1430	1.72	139	8.58	3.43
1430	1.72	139	8.58	3.44
1430	1.72	139	8.59	3.44
1430	1.72	139	8.59	3.44
1430	1.72	139	8.59	3.44
1430	1.72	139	8.60	3.44
1430	1.72	139	8.60	3.44
1430	1.72	139	8.61	3.45
1430	1.72	139	8.61	3.45
1430	1.72	139	8.62	3.45
1430	1.72	139	8.62	3.45
1430	1.73	139	8.63	3.45
1430	1.73	139	8.63	3.46
1430	1.73	139	8.64	3.46
1430	1.73	139	8.64	3.46
1430	1.73	139	8.65	3.46
1430	1.73	139	8.65	3.46
1430	1.73	139	8.66	3.47
1430	1.73	139	8.66	3.47
1430	1.73	139	8.67	3.47
1430	1.73	139	8.67	3.47
1430	1.74	139	8.68	3.47
1430	1.74	139	8.68	3.48
1430	1.74	139	8.69	3.48
1430	1.74	139	8.69	3.48
1430	1.74	139	8.70	3.48
1440	1.74	140	8.70	3.48
1440	1.74	140	8.71	3.49
1440	1.74	140	8.71	3.49
1440	1.74	140	8.72	3.49
1440	1.74	140	8.72	3.49
1440	1.75	140	8.73	3.49
1440	1.75	140	8.73	3.50
1440	1.75	140	8.74	3.50
1440	1.75	140	8.74	3.50
1440	1.75	140	8.75	3.50
1440	1.75	140	8.75	3.50
1440	1.75	140	8.76	3.51
1440	1.75	140	8.76	3.51
1440	1.75	140	8.77	3.51
1440	1.75	140	8.77	3.51
1440	1.76	140	8.78	3.51
1440	1.76	140	8.78	3.52
1440	1.76	140	8.79	3.52
1440	1.76	140	8.79	3.52
1440	1.76	140	8.80	3.52
1440	1.76	140	8.80	3.52
1450	1.76	141	8.81	3.53
1450	1.76	141	8.81	3.53
1450	1.76	141	8.82	3.53
1450	1.76	141	8.82	3.53
1450	1.77	141	8.83	3.53
1450	1.77	141	8.83	3.54
1450	1.77	141	8.84	3.54
1450	1.77	141	8.84	3.54
1450	1.77	141	8.85	3.54
1450	1.77	141	8.85	3.54
1450	1.77	141	8.85	3.55
1450	1.77	141	8.86	3.55
1450	1.77	141	8.86	3.55
1450	1.77	141	8.87	3.55
1450	1.77	141	8.87	3.55
1450	1.78	141	8.88	3.56
1450	1.78	141	8.88	3.56
1450	1.78	141	8.89	3.56
1450	1.78	141	8.89	3.56
1450	1.78	141	8.90	3.56
1450	1.78	141	8.90	3.56
1450	1.78	141	8.91	3.57
1450	1.78	141	8.91	3.57
1450	1.78	141	8.92	3.57
1450	1.78	142	8.92	3.57
1460	1.79	142	8.93	3.57
1460	1.79	142	8.93	3.58
1460	1.79	142	8.94	3.58
1460	1.79	142	8.94	3.58
1460	1.79	142	8.95	3.58
1460	1.79	142	8.95	3.58
1460	1.79	142	8.96	3.59
1460	1.79	142	8.96	3.59
1460	1.79	142	8.97	3.59
1460	1.79	142	8.97	3.59
1460	1.80	142	8.98	3.59
1460	1.80	142	8.98	3.60
1460	1.80	142	8.99	3.60
1460	1.80	142	8.99	3.60
1460	1.80	142	9.00	3.60
1460	1.80	142	9.00	3.60
1460	1.80	142	9.01	3.61
1460	1.80	142	9.01	3.61
1460	1.80	142	9.02	3.61
1460	1.80	142	9.02	3.61
1470	1.81	142	9.03	3.61
1470	1.81	143	9.03	3.62
1470	1.81	143	9.04	3.62
1470	1.81	143	9.04	3.62
1470	1.81	143	9.05	3.62
1470	1.81	143	9.05	3.62
1470	1.81	143	9.06	3.63
1470	1.81	143	9.06	3.63
1470	1.81	143	9.07	3.63
1470	1.81	143	9.07	3.63
1470	1.82	143	9.08	3.63
1470	1.82	143	9.08	3.64
1470	1.82	143	9.09	3.64
1470	1.82	143	9.09	3.64
1470	1.82	143	9.10	3.64
1470	1.82	143	9.10	3.64
1470	1.82	143	9.11	3.65
1470	1.82	143	9.11	3.65
1470	1.82	143	9.12	3.65
1470	1.82	143	9.12	3.65
1470	1.83	143	9.13	3.65
1480	1.83	143	9.13	3.66
1480	1.83	143	9.14	3.66
1480	1.83	143	9.14	3.66
1480	1.83	144	9.15	3.66
1480	1.83	144	9.15	3.66
1480	1.83	144	9.16	3.67
1480	1.83	144	9.16	3.67
1480	1.83	144	9.16	3.67
1480	1.83	144	9.17	3.67
1480	1.83	144	9.17	3.67
1480	1.84	144	9.18	3.67
1480	1.84	144	9.18	3.68
1480	1.84	144	9.19	3.68
1480	1.84	144	9.19	3.68
1480	1.84	144	9.20	3.68
1480	1.84	144	9.20	3.68
1480	1.84	144	9.21	3.69
1480	1.84	144	9.21	3.69
1480	1.84	144	9.22	3.69
1480	1.84	144	9.22	3.69
1480	1.85	144	9.23	3.69
1480	1.85	144	9.23	3.70
1480	1.85	144	9.24	3.70
1480	1.85	144	9.24	3.70
1480	1.85	144	9.25	3.70
1490	1.85	144	9.25	3.70
1490	1.85	144	9.26	3.71
1490	1.85	144	9.26	3.71
1490	1.85	144	9.27	3.71
1490	1.85	145	9.27	3.71
1490	1.86	145	9.28	3.71
1490	1.86	145	9.28	3.72
1490	1.86	145	9.29	3.72
1490	1.86	145	9.29	3.72
1490	1.86	145	9.30	3.72
1490	1.86	145	9.30	3.72
1490	1.86	145	9.31	3.73
1490	1.86	145	9.31	3.73
1490	1.86	145	9.32	3.73
1490	1.86	145	9.32	3.73
1490	1.87	145	9.33	3.73
1490	1.87	145	9.33	3.74
1490	1.87	145	9.34	3.74
1490	1.87	145	9.34	3.74
1490	1.87	145	9.35	3.74
1490	1.87	145	9.35	3.74
1490	1.87	145	9.36	3.75
1490	1.87	145	9.36	3.75
1490	1.87	145	9.37	3.75
1490	1.87	145	9.37	3.75
1490	1.88	145	9.38	3.75
1500	1.88	145	9.38	3.76
1500	1.88	145	9.39	3.76
1500	1.88	145	9.39	3.76
1500	1.88	145	9.40	3.76
1500	1.88	145	9.40	3.76
1500	1.88	146	9.41	3.77
1500	1.88	146	9.41	3.77
1500	1.88	146	9.42	3.77
1500	1.88	146	9.42	3.77
1500	1.88	146	9.42	3.77
1500	1.89	146	9.43	3.78
1500	1.89	146	9.43	3.78
1500	1.89	146	9.44	3.78
1500	1.89	146	9.44	3.78
1500	1.89	146	9.45	3.78
1500	1.89	146	9.45	3.78
1500	1.89	146	9.46	3.79
1500	1.89	146	9.46	3.79
1500	1.89	146	9.47	3.79
1500	1.89	146	9.47	3.79
1500	1.90	146	9.48	3.79
1500	1.90	146	9.48	3.80
1510	1.90	146	9.49	3.80
1510	1.90	146	9.49	3.80
1510	1.90	146	9.50	3.80
1510	1.90	146	9.50	3.80
1510	1.90	147	9.51	3.81
1510	1.90	147	9.51	3.81
1510	1.90	147	9.52	3.81
1510	1.90	147	9.52	3.81
1510	1.91	147	9.53	3.81
1510	1.91	147	9.53	3.82
1510	1.91	147	9.54	3.82
1510	1.91	147	9.54	3.82
1510	1.91	147	9.55	3.82
1510	1.91	147	9.55	3.82
1510	1.91	147	9.56	3.83
1510	1.91	147	9.56	3.83
1510	1.91	147	9.57	3.83
1510	1.91	147	9.57	3.83
1510	1.92	147	9.58	3.83
1510	1.92	147	9.58	3.84
1510	1.92	147	9.59	3.84
1510	1.92	147	9.59	3.84
1510	1.92	147	9.60	3.84
1510	1.92	147	9.60	3.84
1520	1.92	147	9.61	3.85
1520	1.92	147	9.61	3.85
1520	1.92	147	9.62	3.85
1520	1.92	147	9.62	3.85
1520	1.93	147	9.63	3.85
1520	1.93	148	9.63	3.86
1520	1.93	148	9.64	3.86
1520	1.93	148	9.64	3.86
1520	1.93	148	9.65	3.86
1520	1.93	148	9.65	3.86
1520	1.93	148	9.66	3.87
1520	1.93	148	9.66	3.87
1520	1.93	148	9.67	3.87
1520	1.93	148	9.67	3.87
1520	1.94	148	9.68	3.87
1520	1.94	148	9.68	3.88
1520	1.94	148	9.69	3.88
1520	1.94	148	9.69	3.88
1520	1.94	148	9.70	3.88
1520	1.94	148	9.70	3.88
1520	1.94	148	9.71	3.89
1520	1.94	148	9.71	3.89
1520	1.94	148	9.71	3.89
1520	1.94	148	9.72	3.89
1520	1.94	148	9.72	3.89
1530	1.95	148	9.73	3.89
1530	1.95	148	9.73	3.90
1530	1.95	148	9.74	3.90
1530	1.95	149	9.74	3.90
1530	1.95	148	9.75	3.90
1530	1.95	148	9.75	3.90
1530	1.95	149	9.76	3.91
1530	1.95	149	9.76	3.91
1530	1.95	149	9.77	3.91
1530	1.95	149	9.77	3.91
1530	1.96	149	9.78	3.91
1530	1.96	149	9.78	3.92
1530	1.96	149	9.79	3.92
1530	1.96	149	9.79	3.92
1530	1.96	149	9.80	3.92
1530	1.96	149	9.80	3.92
1530	1.96	149	9.81	3.93
1530	1.96	149	9.81	3.93
1530	1.96	149	9.82	3.93
1530	1.96	149	9.82	3.93
1530	1.97	149	9.83	3.93
1530	1.97	149	9.83	3.94
1540	1.97	149	9.84	3.94
1540	1.97	149	9.84	3.94
1540	1.97	149	9.85	3.94
1540	1.97	149	9.85	3.94
1540	1.97	149	9.86	3.95
1540	1.97	149	9.86	3.95
1540	1.97	150	9.87	3.95
1540	1.97	150	9.87	3.95
1540	1.98	150	9.88	3.95
1540	1.98	150	9.88	3.96
1540	1.98	150	9.89	3.96
1540	1.98	150	9.89	3.96
1540	1.98	150	9.90	3.96
1540	1.98	150	9.90	3.96
1540	1.98	150	9.91	3.97
1540	1.98	150	9.91	3.97
1540	1.98	150	9.92	3.97
1540	1.98	150	9.92	3.97
1540	1.99	150	9.93	3.97
1540	1.99	150	9.93	3.98
1540	1.99	150	9.94	3.98
1540	1.99	150	9.94	3.98
1540	1.99	150	9.95	3.98
1540	1.99	150	9.95	3.98
1540	1.99	150	9.96	3.99
1550	1.99	150	9.96	3.99
1550	1.99	150	9.97	3.99
1550	1.99	150	9.97	3.99
1550	1.99	150	9.97	3.99
1550	2.00	150	9.98	4.00
1550	2.00	150	9.98	4.00
1550	2.00	151	9.99	4.00
1550	2.00	151	10.0	4.00
1550	2.00	151	10.0	4.00
1550	2.00	151	10.0	4.00
1550	2.00	151	10.0	4.01
1550	2.00	151	10.0	4.01
1550	2.00	151	10.0	4.01
1550	2.00	151	10.0	4.01
1550	2.01	151	10.0	4.01
1550	2.01	151	10.0	4.02
1550	2.01	151	10.0	4.02
1550	2.01	151	10.0	4.02
1550	2.01	151	10.0	4.02
1550	2.01	151	10.0	4.02
1550	2.01	151	10.1	4.03
1550	2.01	151	10.1	4.03
1550	2.01	151	10.1	4.03
1550	2.01	151	10.1	4.03
1560	2.02	151	10.1	4.03
1560	2.02	151	10.1	4.04
1560	2.02	151	10.1	4.04
1560	2.02	151	10.1	4.04
1560	2.02	151	10.1	4.04
1560	2.02	151	10.1	4.04
1560	2.02	151	10.1	4.05
1560	2.02	151	10.1	4.05
1560	2.02	152	10.1	4.05
1560	2.02	152	10.1	4.05
1560	2.03	152	10.1	4.05
1560	2.03	152	10.1	4.06
1560	2.03	152	10.1	4.06
1560	2.03	152	10.1	4.06
1560	2.03	152	10.1	4.06
1560	2.03	152	10.2	4.06
1560	2.03	152	10.2	4.07
1560	2.03	152	10.2	4.07
1560	2.03	152	10.2	4.07
1560	2.03	152	10.2	4.07
1560	2.04	152	10.2	4.07
1560	2.04	152	10.2	4.08
1560	2.04	152	10.2	4.08
1570	2.04	152	10.2	4.08
1570	2.04	152	10.2	4.08
1570	2.04	152	10.2	4.08
1570	2.04	152	10.2	4.09
1570	2.04	152	10.2	4.09
1570	2.04	152	10.2	4.09
1570	2.04	152	10.2	4.09
1570	2.05	152	10.2	4.09
1570	2.05	153	10.2	4.10
1570	2.05	153	10.2	4.10
1570	2.05	153	10.2	4.10
1570	2.05	153	10.2	4.10
1570	2.05	153	10.3	4.10
1570	2.05	153	10.3	4.11
1570	2.05	153	10.3	4.11
1570	2.05	153	10.3	4.11
1570	2.05	153	10.3	4.11
1570	2.06	153	10.3	4.11
1570	2.06	153	10.3	4.11
1570	2.06	153	10.3	4.12
1570	2.06	153	10.3	4.12
1570	2.06	153	10.3	4.12
1570	2.06	153	10.3	4.12
1570	2.06	153	10.3	4.12
1570	2.06	153	10.3	4.13
1580	2.06	153	10.3	4.13
1580	2.06	153	10.3	4.13
1580	2.06	153	10.3	4.13
1580	2.07	153	10.3	4.13
1580	2.07	153	10.3	4.14
1580	2.07	153	10.3	4.14
1580	2.07	153	10.3	4.14
1580	2.07	154	10.3	4.14
1580	2.07	154	10.4	4.14
1580	2.07	154	10.4	4.15
1580	2.07	154	10.4	4.15
1580	2.07	154	10.4	4.15
1580	2.07	154	10.4	4.15
1580	2.08	154	10.4	4.15
1580	2.08	154	10.4	4.16
1580	2.08	154	10.4	4.16
1580	2.08	154	10.4	4.16
1580	2.08	154	10.4	4.16
1580	2.08	154	10.4	4.16
1580	2.08	154	10.4	4.17
1580	2.08	154	10.4	4.17
1580	2.08	154	10.4	4.17
1580	2.08	154	10.4	4.17
1590	2.09	154	10.4	4.17
1590	2.09	154	10.4	4.18
1590	2.09	154	10.4	4.18
1590	2.09	154	10.4	4.18
1590	2.09	154	10.4	4.18
1590	2.09	154	10.5	4.18
1590	2.09	154	10.5	4.19
1590	2.09	154	10.5	4.19
1590	2.09	154	10.5	4.19
1590	2.09	154	10.5	4.19
1590	2.10	155	10.5	4.19
1590	2.10	155	10.5	4.20
1590	2.10	155	10.5	4.20
1590	2.10	155	10.5	4.20
1590	2.10	155	10.5	4.20
1590	2.10	155	10.5	4.20
1590	2.10	155	10.5	4.21
1590	2.10	155	10.5	4.21
1590	2.10	155	10.5	4.21
1590	2.10	155	10.5	4.21
1590	2.10	155	10.5	4.21
1590	2.11	155	10.5	4.22
1590	2.11	155	10.5	4.22
1590	2.11	155	10.5	4.22
1590	2.11	155	10.5	4.22
1600	2.11	155	10.5	4.22
1600	2.11	155	10.6	4.22
1600	2.11	155	10.6	4.23
1600	2.11	155	10.6	4.23
1600	2.11	155	10.6	4.23
1600	2.12	155	10.6	4.23
1600	2.12	155	10.6	4.23
1600	2.12	155	10.6	4.24
1600	2.12	155	10.6	4.24
1600	2.12	155	10.6	4.24
1600	2.12	155	10.6	4.24
1600	2.12	156	10.6	4.24
1600	2.12	156	10.6	4.25
1600	2.12	156	10.6	4.25
1600	2.12	156	10.6	4.25
1600	2.12	156	10.6	4.25
1600	2.13	156	10.6	4.25
1600	2.13	156	10.6	4.26
1600	2.13	156	10.6	4.26
1600	2.13	156	10.6	4.26
1600	2.13	156	10.6	4.26
1600	2.13	156	10.7	4.26
1600	2.13	156	10.7	4.27
1600	2.13	156	10.7	4.27
1600	2.13	156	10.7	4.27
1600	2.13	156	10.7	4.27
1600	2.13	156	10.7	4.27
1600	2.14	156	10.7	4.28
1610	2.14	156	10.7	4.28
1610	2.14	156	10.7	4.28
1610	2.14	156	10.7	4.28
1610	2.14	156	10.7	4.28
1610	2.14	156	10.7	4.29
1610	2.14	156	10.7	4.29
1610	2.14	156	10.7	4.29
1610	2.14	156	10.7	4.29
1610	2.15	156	10.7	4.29
1610	2.15	157	10.7	4.30
1610	2.15	157	10.7	4.30
1610	2.15	157	10.7	4.30
1610	2.15	157	10.7	4.30
1610	2.15	157	10.8	4.30
1610	2.15	157	10.8	4.31
1610	2.15	157	10.8	4.31
1610	2.15	157	10.8	4.31
1610	2.15	157	10.8	4.31
1610	2.16	157	10.8	4.31
1610	2.16	157	10.8	4.32
1610	2.16	157	10.8	4.32
1610	2.16	157	10.8	4.32
1620	2.16	157	10.8	4.32
1620	2.16	157	10.8	4.32
1620	2.16	157	10.8	4.33
1620	2.16	157	10.8	4.33
1620	2.16	157	10.8	4.33
1620	2.16	157	10.8	4.33
1620	2.17	157	10.8	4.33
1620	2.17	157	10.8	4.33
1620	2.17	157	10.8	4.34
1620	2.17	157	10.8	4.34
1620	2.17	157	10.8	4.34
1620	2.17	157	10.8	4.34
1620	2.17	157	10.9	4.34
1620	2.17	158	10.9	4.35
1620	2.17	158	10.9	4.35
1620	2.17	158	10.9	4.35
1620	2.17	158	10.9	4.35
1620	2.18	158	10.9	4.35
1620	2.18	158	10.9	4.36
1620	2.18	158	10.9	4.36
1620	2.18	158	10.9	4.36
1620	2.18	158	10.9	4.36
1620	2.18	158	10.9	4.36
1620	2.18	158	10.9	4.37
1620	2.18	158	10.9	4.37
1620	2.18	158	10.9	4.37
1630	2.18	158	10.9	4.37
1630	2.19	158	10.9	4.37
1630	2.19	158	10.9	4.38
1630	2.19	158	10.9	4.38
1630	2.19	158	10.9	4.38
1630	2.19	158	10.9	4.38
1630	2.19	158	11.0	4.38
1630	2.19	158	11.0	4.39
1630	2.19	158	11.0	4.39
1630	2.19	158	11.0	4.39
1630	2.19	158	11.0	4.39
1630	2.20	158	11.0	4.39
1630	2.20	159	11.0	4.40
1630	2.20	159	11.0	4.40
1630	2.20	159	11.0	4.40
1630	2.20	159	11.0	4.40
1630	2.20	159	11.0	4.40
1630	2.20	159	11.0	4.41
1630	2.20	159	11.0	4.41
1630	2.20	159	11.0	4.41
1630	2.20	159	11.0	4.41
1630	2.21	159	11.0	4.41
1630	2.21	159	11.0	4.42
1630	2.21	159	11.0	4.42
1630	2.21	159	11.0	4.42
1640	2.21	159	11.0	4.42
1640	2.21	159	11.1	4.42
1640	2.21	159	11.1	4.43
1640	2.21	159	11.1	4.43
1640	2.21	159	11.1	4.43
1640	2.21	159	11.1	4.43
1640	2.22	159	11.1	4.43
1640	2.22	159	11.1	4.44
1640	2.22	159	11.1	4.44
1640	2.22	159	11.1	4.44
1640	2.22	159	11.1	4.44
1640	2.22	159	11.1	4.44
1640	2.22	159	11.1	4.45
1640	2.22	160	11.1	4.45
1640	2.22	160	11.1	4.45
1640	2.22	160	11.1	4.45
1640	2.22	160	11.1	4.45
1640	2.23	160	11.1	4.45
1640	2.23	160	11.1	4.46
1640	2.23	160	11.1	4.46
1640	2.23	160	11.1	4.46
1640	2.23	160	11.1	4.46
1640	2.23	160	11.2	4.46
1640	2.23	160	11.2	4.47
1640	2.23	160	11.2	4.47
1640	2.23	160	11.2	4.47
1650	2.23	160	11.2	4.47
1650	2.24	160	11.2	4.47
1650	2.24	160	11.2	4.48
1650	2.24	160	11.2	4.48
1650	2.24	160	11.2	4.48
1650	2.24	160	11.2	4.48
1650	2.24	160	11.2	4.48
1650	2.24	160	11.2	4.49
1650	2.24	160	11.2	4.49
1650	2.24	160	11.2	4.49
1650	2.24	160	11.2	4.49
1650	2.25	160	11.2	4.49
1650	2.25	160	11.2	4.50
1650	2.25	160	11.2	4.50
1650	2.25	161	11.2	4.50
1650	2.25	161	11.2	4.50
1650	2.25	161	11.3	4.50
1650	2.25	161	11.3	4.51
1650	2.25	161	11.3	4.51
1650	2.25	161	11.3	4.51
1650	2.25	161	11.3	4.51
1650	2.26	161	11.3	4.51
1650	2.26	161	11.3	4.52
1650	2.26	161	11.3	4.52
1650	2.26	161	11.3	4.52
1650	2.26	161	11.3	4.52
1660	2.26	161	11.3	4.52
1660	2.26	161	11.3	4.53
1660	2.26	161	11.3	4.53
1660	2.26	161	11.3	4.53
1660	2.26	161	11.3	4.53
1660	2.27	161	11.3	4.53
1660	2.27	161	11.3	4.54
1660	2.27	161	11.3	4.54
1660	2.27	161	11.3	4.54
1660	2.27	161	11.3	4.54
1660	2.27	161	11.3	4.54
1660	2.27	161	11.4	4.55
1660	2.27	161	11.4	4.55
1660	2.27	162	11.4	4.55
1660	2.27	162	11.4	4.55
1660	2.28	162	11.4	4.55
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.56
1660	2.28	162	11.4	4.57
1660	2.28	162	11.4	4.57
1660	2.28	162	11.4	4.57
1670	2.28	162	11.4	4.57
1670	2.29	162	11.4	4.57
1670	2.29	162	11.4	4.58
1670	2.29	162	11.4	4.58
1670	2.29	162	11.4	4.58
1670	2.29	162	11.4	4.58
1670	2.29	162	11.5	4.58
1670	2.29	162	11.5	4.59
1670	2.29	162	11.5	4.59
1670	2.29	162	11.5	4.59
1670	2.29	162	11.5	4.59
1670	2.30	162	11.5	4.59
1670	2.30	162	11.5	4.60
1670	2.30	162	11.5	4.60
1670	2.30	162	11.5	4.60
1670	2.30	163	11.5	4.60
1670	2.30	163	11.5	4.60
1670	2.30	163	11.5	4.61
1670	2.30	163	11.5	4.61
1670	2.30	163	11.5	4.61
1670	2.30	163	11.5	4.61
1670	2.31	163	11.5	4.61
1670	2.31	163	11.5	4.62
1670	2.31	163	11.5	4.62
1670	2.31	163	11.5	4.62
1670	2.31	163	11.5	4.62
1670	2.31	163	11.6	4.62
1680	2.31	163	11.6	4.63
1680	2.31	163	11.6	4.63
1680	2.31	163	11.6	4.63
1680	2.31	163	11.6	4.63
1680	2.32	163	11.6	4.63
1680	2.32	163	11.6	4.64
1680	2.32	163	11.6	4.64
1680	2.32	163	11.6	4.64
1680	2.32	163	11.6	4.64
1680	2.32	163	11.6	4.64
1680	2.32	163	11.6	4.65
1680	2.32	163	11.6	4.65
1680	2.32	163	11.6	4.65
1680	2.32	163	11.6	4.65
1680	2.33	163	11.6	4.65
1680	2.33	163	11.6	4.66
1680	2.33	163	11.6	4.66
1680	2.33	163	11.6	4.66
1680	2.33	164	11.6	4.66
1680	2.33	164	11.6	4.66
1680	2.33	164	11.7	4.67
1680	2.33	164	11.7	4.67
1680	2.33	164	11.7	4.67
1680	2.33	164	11.7	4.67
1680	2.33	164	11.7	4.67
1680	2.34	164	11.7	4.67
1690	2.34	164	11.7	4.68
1690	2.34	164	11.7	4.68
1690	2.34	164	11.7	4.68
